query,qid,docid,rel
Treasure hunt in the Egyptian pyramids.,30,90746,3
Treasure hunt in the Egyptian pyramids.,30,268436,3
Treasure hunt in the Egyptian pyramids.,30,2005,3
Treasure hunt in the Egyptian pyramids.,30,272997,3
Treasure hunt in the Egyptian pyramids.,30,212857,3
Treasure hunt in the Egyptian pyramids.,30,198151,2
Treasure hunt in the Egyptian pyramids.,30,185765,2
Treasure hunt in the Egyptian pyramids.,30,5882,2
Treasure hunt in the Egyptian pyramids.,30,161274,2
Treasure hunt in the Egyptian pyramids.,30,2406,2
Treasure hunt in the Egyptian pyramids.,30,269946,2
Treasure hunt in the Egyptian pyramids.,30,55729,1
Treasure hunt in the Egyptian pyramids.,30,215167,1
Treasure hunt in the Egyptian pyramids.,30,281218,1
Treasure hunt in the Egyptian pyramids.,30,128295,1
Treasure hunt in the Egyptian pyramids.,30,140405,1
Treasure hunt in the Egyptian pyramids.,30,8814,1
Treasure hunt in the Egyptian pyramids.,30,6405,1
Treasure hunt in the Egyptian pyramids.,30,33463,1
Treasure hunt in the Egyptian pyramids.,30,179527,1
Treasure hunt in the Egyptian pyramids.,30,7770,1
Treasure hunt in the Egyptian pyramids.,30,2037,1
Treasure hunt in the Egyptian pyramids.,30,122523,1
Treasure hunt in the Egyptian pyramids.,30,183467,1
Treasure hunt in the Egyptian pyramids.,30,107432,1
Treasure hunt in the Egyptian pyramids.,30,187033,1
Treasure hunt in the Egyptian pyramids.,30,162174,1
Treasure hunt in the Egyptian pyramids.,30,148202,1
Treasure hunt in the Egyptian pyramids.,30,145096,1
Treasure hunt in the Egyptian pyramids.,30,233959,1
Treasure hunt in the Egyptian pyramids.,30,27608,1
Treasure hunt in the Egyptian pyramids.,30,231969,1
Treasure hunt in the Egyptian pyramids.,30,3806,1
Treasure hunt in the Egyptian pyramids.,30,270526,1
Treasure hunt in the Egyptian pyramids.,30,116827,1
Treasure hunt in the Egyptian pyramids.,30,25962,1
Treasure hunt in the Egyptian pyramids.,30,53138,1
Treasure hunt in the Egyptian pyramids.,30,113203,1
Treasure hunt in the Egyptian pyramids.,30,268984,1
Treasure hunt in the Egyptian pyramids.,30,207419,1
Treasure hunt in the Egyptian pyramids.,30,188159,1
Treasure hunt in the Egyptian pyramids.,30,218139,1
Treasure hunt in the Egyptian pyramids.,30,57692,1
Treasure hunt in the Egyptian pyramids.,30,136341,1
Treasure hunt in the Egyptian pyramids.,30,2405,1
Romantic dramas set in lush landscapes.,31,55052,5
Romantic dramas set in lush landscapes.,31,6765,5
Romantic dramas set in lush landscapes.,31,203753,5
Romantic dramas set in lush landscapes.,31,280016,5
Romantic dramas set in lush landscapes.,31,265,5
Romantic dramas set in lush landscapes.,31,7669,4
Romantic dramas set in lush landscapes.,31,56837,4
Romantic dramas set in lush landscapes.,31,215,4
Romantic dramas set in lush landscapes.,31,100714,4
Romantic dramas set in lush landscapes.,31,8638,4
Romantic dramas set in lush landscapes.,31,168334,3
Romantic dramas set in lush landscapes.,31,1959,3
Romantic dramas set in lush landscapes.,31,86548,3
Romantic dramas set in lush landscapes.,31,4727,2
Romantic dramas set in lush landscapes.,31,62137,2
Romantic dramas set in lush landscapes.,31,123545,2
Romantic dramas set in lush landscapes.,31,215195,2
Romantic dramas set in lush landscapes.,31,265826,2
Romantic dramas set in lush landscapes.,31,39183,2
Romantic dramas set in lush landscapes.,31,174849,2
Romantic dramas set in lush landscapes.,31,143393,1
Romantic dramas set in lush landscapes.,31,197597,1
Romantic dramas set in lush landscapes.,31,202389,1
Romantic dramas set in lush landscapes.,31,171871,1
Romantic dramas set in lush landscapes.,31,171029,1
Romantic dramas set in lush landscapes.,31,263495,1
Romantic dramas set in lush landscapes.,31,141616,1
Romantic dramas set in lush landscapes.,31,89217,1
Romantic dramas set in lush landscapes.,31,194482,1
Romantic dramas set in lush landscapes.,31,215841,1
Romantic dramas set in lush landscapes.,31,185713,1
Romantic dramas set in lush landscapes.,31,126957,1
Romantic dramas set in lush landscapes.,31,278388,1
Romantic dramas set in lush landscapes.,31,278518,1
Romantic dramas set in lush landscapes.,31,120839,1
Romantic dramas set in lush landscapes.,31,267602,1
Romantic dramas set in lush landscapes.,31,288455,1
Romantic dramas set in lush landscapes.,31,286893,1
Romantic dramas set in lush landscapes.,31,186671,1
Romantic dramas set in lush landscapes.,31,218183,1
Romantic dramas set in lush landscapes.,31,116213,1
Romantic dramas set in lush landscapes.,31,102821,1
Romantic dramas set in lush landscapes.,31,59421,1
Romantic dramas set in lush landscapes.,31,113162,1
Romantic dramas set in lush landscapes.,31,211628,1
Romantic dramas set in lush landscapes.,31,80860,1
Romantic dramas set in lush landscapes.,31,144148,1
Romantic dramas set in lush landscapes.,31,88210,1
Romantic dramas set in lush landscapes.,31,2704,1
Romantic dramas set in lush landscapes.,31,276227,1
Romantic dramas set in lush landscapes.,31,111762,1
Romantic dramas set in lush landscapes.,31,135921,1
Romantic dramas set in lush landscapes.,31,181187,1
Romantic dramas set in lush landscapes.,31,285789,1
Romantic dramas set in lush landscapes.,31,193773,1
Romantic dramas set in lush landscapes.,31,191,1
Romantic dramas set in lush landscapes.,31,102407,1
Romantic dramas set in lush landscapes.,31,186733,1
Romantic dramas set in lush landscapes.,31,80719,1
Romantic dramas set in lush landscapes.,31,146,1
Hilarious comedies perfect for a night in with friends.,32,8917,4
Hilarious comedies perfect for a night in with friends.,32,58998,4
Hilarious comedies perfect for a night in with friends.,32,1307,4
Hilarious comedies perfect for a night in with friends.,32,1923,4
Hilarious comedies perfect for a night in with friends.,32,1080,4
Hilarious comedies perfect for a night in with friends.,32,35836,4
Hilarious comedies perfect for a night in with friends.,32,8641,4
Hilarious comedies perfect for a night in with friends.,32,2671,4
Hilarious comedies perfect for a night in with friends.,32,4823,3
Hilarious comedies perfect for a night in with friends.,32,46970,3
Hilarious comedies perfect for a night in with friends.,32,34336,3
Hilarious comedies perfect for a night in with friends.,32,112138,3
Hilarious comedies perfect for a night in with friends.,32,52973,3
Hilarious comedies perfect for a night in with friends.,32,70978,3
Hilarious comedies perfect for a night in with friends.,32,597,3
Hilarious comedies perfect for a night in with friends.,32,6155,3
Hilarious comedies perfect for a night in with friends.,32,176103,2
Hilarious comedies perfect for a night in with friends.,32,186,2
Hilarious comedies perfect for a night in with friends.,32,161177,2
Hilarious comedies perfect for a night in with friends.,32,86622,2
Hilarious comedies perfect for a night in with friends.,32,215253,2
Hilarious comedies perfect for a night in with friends.,32,230997,1
Hilarious comedies perfect for a night in with friends.,32,202111,1
Hilarious comedies perfect for a night in with friends.,32,183439,1
Hilarious comedies perfect for a night in with friends.,32,4818,1
Hilarious comedies perfect for a night in with friends.,32,1561,1
Hilarious comedies perfect for a night in with friends.,32,206759,1
Hilarious comedies perfect for a night in with friends.,32,105620,1
Hilarious comedies perfect for a night in with friends.,32,267740,1
Hilarious comedies perfect for a night in with friends.,32,224533,1
Hilarious comedies perfect for a night in with friends.,32,204470,1
Hilarious comedies perfect for a night in with friends.,32,96530,1
Hilarious comedies perfect for a night in with friends.,32,77667,1
Hilarious comedies perfect for a night in with friends.,32,257703,1
Hilarious comedies perfect for a night in with friends.,32,225363,1
Hilarious comedies perfect for a night in with friends.,32,266852,1
Hilarious comedies perfect for a night in with friends.,32,140759,1
Hilarious comedies perfect for a night in with friends.,32,168786,1
Hilarious comedies perfect for a night in with friends.,32,226436,1
Hilarious comedies perfect for a night in with friends.,32,218261,1
Hilarious comedies perfect for a night in with friends.,32,198719,1
Hilarious comedies perfect for a night in with friends.,32,191463,1
Hilarious comedies perfect for a night in with friends.,32,186223,1
Hilarious comedies perfect for a night in with friends.,32,149719,1
Hilarious comedies perfect for a night in with friends.,32,258339,1
Hilarious comedies perfect for a night in with friends.,32,207279,1
Hilarious comedies perfect for a night in with friends.,32,203719,1
Hilarious comedies perfect for a night in with friends.,32,255249,1
Hilarious comedies perfect for a night in with friends.,32,188651,1
Hilarious comedies perfect for a night in with friends.,32,115864,1
Hilarious comedies perfect for a night in with friends.,32,1308,1
Hilarious comedies perfect for a night in with friends.,32,3270,1
Hilarious comedies perfect for a night in with friends.,32,212425,1
Hilarious comedies perfect for a night in with friends.,32,210597,1
Hilarious comedies perfect for a night in with friends.,32,183965,1
Hilarious comedies perfect for a night in with friends.,32,36541,1
Hilarious comedies perfect for a night in with friends.,32,145168,1
Hilarious comedies perfect for a night in with friends.,32,281738,1
Hilarious comedies perfect for a night in with friends.,32,132660,1
Hilarious comedies perfect for a night in with friends.,32,181081,1
"Musicals set in vibrant, nostalgic eras.",33,222449,5
"Musicals set in vibrant, nostalgic eras.",33,7080,5
"Musicals set in vibrant, nostalgic eras.",33,899,5
"Musicals set in vibrant, nostalgic eras.",33,92715,5
"Musicals set in vibrant, nostalgic eras.",33,164909,5
"Musicals set in vibrant, nostalgic eras.",33,79872,5
"Musicals set in vibrant, nostalgic eras.",33,26422,4
"Musicals set in vibrant, nostalgic eras.",33,914,4
"Musicals set in vibrant, nostalgic eras.",33,112316,4
"Musicals set in vibrant, nostalgic eras.",33,4912,4
"Musicals set in vibrant, nostalgic eras.",33,49824,4
"Musicals set in vibrant, nostalgic eras.",33,263005,4
"Musicals set in vibrant, nostalgic eras.",33,1380,4
"Musicals set in vibrant, nostalgic eras.",33,255029,4
"Musicals set in vibrant, nostalgic eras.",33,254734,4
"Musicals set in vibrant, nostalgic eras.",33,52975,4
"Musicals set in vibrant, nostalgic eras.",33,59037,4
"Musicals set in vibrant, nostalgic eras.",33,206194,3
"Musicals set in vibrant, nostalgic eras.",33,5847,3
"Musicals set in vibrant, nostalgic eras.",33,2750,3
"Musicals set in vibrant, nostalgic eras.",33,2565,3
"Musicals set in vibrant, nostalgic eras.",33,86882,3
"Musicals set in vibrant, nostalgic eras.",33,1172,2
"Musicals set in vibrant, nostalgic eras.",33,3910,2
"Musicals set in vibrant, nostalgic eras.",33,4090,2
"Musicals set in vibrant, nostalgic eras.",33,71033,2
"Musicals set in vibrant, nostalgic eras.",33,42584,2
"Musicals set in vibrant, nostalgic eras.",33,7896,2
"Musicals set in vibrant, nostalgic eras.",33,4519,2
"Musicals set in vibrant, nostalgic eras.",33,3521,2
"Musicals set in vibrant, nostalgic eras.",33,134083,2
"Musicals set in vibrant, nostalgic eras.",33,441,2
"Musicals set in vibrant, nostalgic eras.",33,3897,2
"Musicals set in vibrant, nostalgic eras.",33,6237,2
"Musicals set in vibrant, nostalgic eras.",33,124428,2
"Musicals set in vibrant, nostalgic eras.",33,184567,2
"Musicals set in vibrant, nostalgic eras.",33,216368,2
"Musicals set in vibrant, nostalgic eras.",33,235811,2
"Musicals set in vibrant, nostalgic eras.",33,154204,1
"Musicals set in vibrant, nostalgic eras.",33,166790,1
"Musicals set in vibrant, nostalgic eras.",33,253788,1
"Musicals set in vibrant, nostalgic eras.",33,250,1
"Musicals set in vibrant, nostalgic eras.",33,252782,1
"Musicals set in vibrant, nostalgic eras.",33,189535,1
"Musicals set in vibrant, nostalgic eras.",33,241150,1
"Musicals set in vibrant, nostalgic eras.",33,268930,1
"Musicals set in vibrant, nostalgic eras.",33,195097,1
"Musicals set in vibrant, nostalgic eras.",33,229955,1
"Musicals set in vibrant, nostalgic eras.",33,190883,1
"Musicals set in vibrant, nostalgic eras.",33,32485,1
"Musicals set in vibrant, nostalgic eras.",33,158735,1
"Musicals set in vibrant, nostalgic eras.",33,158695,1
"Musicals set in vibrant, nostalgic eras.",33,783,1
"Musicals set in vibrant, nostalgic eras.",33,282421,1
"Musicals set in vibrant, nostalgic eras.",33,149418,1
"Musicals set in vibrant, nostalgic eras.",33,174687,1
"Musicals set in vibrant, nostalgic eras.",33,82110,1
"Musicals set in vibrant, nostalgic eras.",33,283767,1
"Musicals set in vibrant, nostalgic eras.",33,270846,1
"Musicals set in vibrant, nostalgic eras.",33,152747,1
Movies celebrating the enduring power of friendship.,34,4002,5
Movies celebrating the enduring power of friendship.,34,213491,5
Movies celebrating the enduring power of friendship.,34,2005,5
Movies celebrating the enduring power of friendship.,34,271447,4
Movies celebrating the enduring power of friendship.,34,71518,4
Movies celebrating the enduring power of friendship.,34,8012,4
Movies celebrating the enduring power of friendship.,34,103561,4
Movies celebrating the enduring power of friendship.,34,59141,4
Movies celebrating the enduring power of friendship.,34,168760,4
Movies celebrating the enduring power of friendship.,34,182309,2
Movies celebrating the enduring power of friendship.,34,182249,1
Movies celebrating the enduring power of friendship.,34,141485,1
Movies celebrating the enduring power of friendship.,34,80719,1
Movies celebrating the enduring power of friendship.,34,184579,1
Movies celebrating the enduring power of friendship.,34,156771,1
Movies celebrating the enduring power of friendship.,34,147779,1
Movies celebrating the enduring power of friendship.,34,195849,1
Movies celebrating the enduring power of friendship.,34,159694,1
Movies celebrating the enduring power of friendship.,34,201955,1
Movies celebrating the enduring power of friendship.,34,116483,1
Movies celebrating the enduring power of friendship.,34,196147,1
Movies celebrating the enduring power of friendship.,34,63278,1
Movies celebrating the enduring power of friendship.,34,201692,1
Movies celebrating the enduring power of friendship.,34,204712,1
Movies celebrating the enduring power of friendship.,34,104388,1
Movies celebrating the enduring power of friendship.,34,92758,1
Movies celebrating the enduring power of friendship.,34,179153,1
Movies celebrating the enduring power of friendship.,34,283755,1
Movies celebrating the enduring power of friendship.,34,210463,1
Movies celebrating the enduring power of friendship.,34,209995,1
Movies celebrating the enduring power of friendship.,34,202437,1
Movies celebrating the enduring power of friendship.,34,287531,1
Movies celebrating the enduring power of friendship.,34,229469,1
Movies celebrating the enduring power of friendship.,34,124919,1
Movies celebrating the enduring power of friendship.,34,220454,1
Movies celebrating the enduring power of friendship.,34,225327,1
Movies celebrating the enduring power of friendship.,34,167762,1
Movies celebrating the enduring power of friendship.,34,133129,1
Movies celebrating the enduring power of friendship.,34,724,1
Movies celebrating the enduring power of friendship.,34,169878,1
Movies celebrating the enduring power of friendship.,34,150441,1
Movies celebrating the enduring power of friendship.,34,187585,1
Movies celebrating the enduring power of friendship.,34,104035,1
Movies celebrating the enduring power of friendship.,34,5681,1
Movies celebrating the enduring power of friendship.,34,83291,1
Movies celebrating the enduring power of friendship.,34,216201,1
Movies celebrating the enduring power of friendship.,34,176641,1
Movies celebrating the enduring power of friendship.,34,274967,1
Movies celebrating the enduring power of friendship.,34,170663,1
Movies celebrating the enduring power of friendship.,34,133123,1
Movies celebrating the enduring power of friendship.,34,124504,1
Movies celebrating the enduring power of friendship.,34,254148,1
Movies celebrating the enduring power of friendship.,34,134166,1
Movies celebrating the enduring power of friendship.,34,143387,1
Movies celebrating the enduring power of friendship.,34,98107,1
Movies celebrating the enduring power of friendship.,34,250360,1
Movies celebrating the enduring power of friendship.,34,210547,1
Movies celebrating the enduring power of friendship.,34,278980,1
Movies celebrating the enduring power of friendship.,34,213199,1
Movies celebrating the enduring power of friendship.,34,266288,1
Father-son journey through outer space,35,204352,5
Father-son journey through outer space,35,102880,5
Father-son journey through outer space,35,1210,4
Father-son journey through outer space,35,1196,4
Father-son journey through outer space,35,3338,4
Father-son journey through outer space,35,121711,4
Father-son journey through outer space,35,3745,4
Father-son journey through outer space,35,40851,4
Father-son journey through outer space,35,9003,4
Father-son journey through outer space,35,4198,3
Father-son journey through outer space,35,124733,3
Father-son journey through outer space,35,6825,3
Father-son journey through outer space,35,140507,2
Father-son journey through outer space,35,171353,2
Father-son journey through outer space,35,194903,2
Father-son journey through outer space,35,53453,2
Father-son journey through outer space,35,27743,2
Father-son journey through outer space,35,253078,2
Father-son journey through outer space,35,156734,2
Father-son journey through outer space,35,155609,2
Father-son journey through outer space,35,224276,2
Father-son journey through outer space,35,166635,2
Father-son journey through outer space,35,2549,2
Father-son journey through outer space,35,195967,2
Father-son journey through outer space,35,172695,2
Father-son journey through outer space,35,237964,2
Father-son journey through outer space,35,2501,2
Father-son journey through outer space,35,155980,2
Father-son journey through outer space,35,120323,2
Father-son journey through outer space,35,1584,2
Father-son journey through outer space,35,4225,2
Father-son journey through outer space,35,174545,2
Father-son journey through outer space,35,195231,2
Father-son journey through outer space,35,188809,2
Father-son journey through outer space,35,99853,1
Father-son journey through outer space,35,228243,1
Father-son journey through outer space,35,175989,1
Father-son journey through outer space,35,119595,1
Father-son journey through outer space,35,254726,1
Father-son journey through outer space,35,87430,1
Father-son journey through outer space,35,260,1
Father-son journey through outer space,35,316,1
Father-son journey through outer space,35,165507,1
Father-son journey through outer space,35,136309,1
Father-son journey through outer space,35,210821,1
Father-son journey through outer space,35,243664,1
Father-son journey through outer space,35,124172,1
Father-son journey through outer space,35,173033,1
Father-son journey through outer space,35,151567,1
Father-son journey through outer space,35,109793,1
Father-son journey through outer space,35,249122,1
Father-son journey through outer space,35,154486,1
Father-son journey through outer space,35,123567,1
Father-son journey through outer space,35,722,1
Father-son journey through outer space,35,93563,1
Father-son journey through outer space,35,243946,1
Father-son journey through outer space,35,76811,1
Father-son journey through outer space,35,129019,1
Father-son journey through outer space,35,242276,1
Father-son journey through outer space,35,234631,1
Buddy cop movies featuring dynamic duos.,36,2000,5
Buddy cop movies featuring dynamic duos.,36,231,5
Buddy cop movies featuring dynamic duos.,36,7007,5
Buddy cop movies featuring dynamic duos.,36,210865,5
Buddy cop movies featuring dynamic duos.,36,4002,5
Buddy cop movies featuring dynamic duos.,36,285953,5
Buddy cop movies featuring dynamic duos.,36,5220,5
Buddy cop movies featuring dynamic duos.,36,1918,5
Buddy cop movies featuring dynamic duos.,36,2002,5
Buddy cop movies featuring dynamic duos.,36,4677,5
Buddy cop movies featuring dynamic duos.,36,4662,5
Buddy cop movies featuring dynamic duos.,36,108156,5
Buddy cop movies featuring dynamic duos.,36,4673,5
Buddy cop movies featuring dynamic duos.,36,51255,5
Buddy cop movies featuring dynamic duos.,36,151457,5
Buddy cop movies featuring dynamic duos.,36,2273,5
Buddy cop movies featuring dynamic duos.,36,4085,5
Buddy cop movies featuring dynamic duos.,36,43921,5
Buddy cop movies featuring dynamic duos.,36,7325,5
Buddy cop movies featuring dynamic duos.,36,172679,5
Buddy cop movies featuring dynamic duos.,36,74532,5
Buddy cop movies featuring dynamic duos.,36,8531,4
Buddy cop movies featuring dynamic duos.,36,112138,4
Buddy cop movies featuring dynamic duos.,36,6548,4
Buddy cop movies featuring dynamic duos.,36,61024,4
Buddy cop movies featuring dynamic duos.,36,196501,4
Buddy cop movies featuring dynamic duos.,36,125213,4
Buddy cop movies featuring dynamic duos.,36,202365,4
Buddy cop movies featuring dynamic duos.,36,5027,4
Buddy cop movies featuring dynamic duos.,36,210199,4
Buddy cop movies featuring dynamic duos.,36,2860,4
Buddy cop movies featuring dynamic duos.,36,116678,4
Buddy cop movies featuring dynamic duos.,36,182823,3
Buddy cop movies featuring dynamic duos.,36,5049,3
Buddy cop movies featuring dynamic duos.,36,103372,3
Buddy cop movies featuring dynamic duos.,36,141536,3
Buddy cop movies featuring dynamic duos.,36,179331,1
Buddy cop movies featuring dynamic duos.,36,120276,1
Buddy cop movies featuring dynamic duos.,36,142815,1
Buddy cop movies featuring dynamic duos.,36,162396,1
Buddy cop movies featuring dynamic duos.,36,4497,1
Buddy cop movies featuring dynamic duos.,36,191441,1
Buddy cop movies featuring dynamic duos.,36,176165,1
Buddy cop movies featuring dynamic duos.,36,43267,1
Buddy cop movies featuring dynamic duos.,36,163182,1
Buddy cop movies featuring dynamic duos.,36,31184,1
Buddy cop movies featuring dynamic duos.,36,272939,1
Buddy cop movies featuring dynamic duos.,36,133647,1
Buddy cop movies featuring dynamic duos.,36,216201,1
Buddy cop movies featuring dynamic duos.,36,116977,1
Buddy cop movies featuring dynamic duos.,36,420,1
Buddy cop movies featuring dynamic duos.,36,167874,1
Buddy cop movies featuring dynamic duos.,36,198399,1
Buddy cop movies featuring dynamic duos.,36,8807,1
Buddy cop movies featuring dynamic duos.,36,166344,1
Buddy cop movies featuring dynamic duos.,36,224485,1
Buddy cop movies featuring dynamic duos.,36,84512,1
Buddy cop movies featuring dynamic duos.,36,6816,1
Buddy cop movies featuring dynamic duos.,36,4084,1
Buddy cop movies featuring dynamic duos.,36,188155,1
Teenagers with superpowers fighting against evil.,37,92420,5
Teenagers with superpowers fighting against evil.,37,111362,5
Teenagers with superpowers fighting against evil.,37,203934,4
Teenagers with superpowers fighting against evil.,37,195209,4
Teenagers with superpowers fighting against evil.,37,113497,4
Teenagers with superpowers fighting against evil.,37,212371,4
Teenagers with superpowers fighting against evil.,37,245624,4
Teenagers with superpowers fighting against evil.,37,185975,3
Teenagers with superpowers fighting against evil.,37,85056,3
Teenagers with superpowers fighting against evil.,37,220792,3
Teenagers with superpowers fighting against evil.,37,55259,2
Teenagers with superpowers fighting against evil.,37,190183,2
Teenagers with superpowers fighting against evil.,37,245812,2
Teenagers with superpowers fighting against evil.,37,266228,2
Teenagers with superpowers fighting against evil.,37,284293,2
Teenagers with superpowers fighting against evil.,37,58025,2
Teenagers with superpowers fighting against evil.,37,282259,1
Teenagers with superpowers fighting against evil.,37,253972,1
Teenagers with superpowers fighting against evil.,37,267292,1
Teenagers with superpowers fighting against evil.,37,3840,1
Teenagers with superpowers fighting against evil.,37,246258,1
Teenagers with superpowers fighting against evil.,37,277854,1
Teenagers with superpowers fighting against evil.,37,263033,1
Teenagers with superpowers fighting against evil.,37,173933,1
Teenagers with superpowers fighting against evil.,37,182949,1
Teenagers with superpowers fighting against evil.,37,217629,1
Teenagers with superpowers fighting against evil.,37,121503,1
Teenagers with superpowers fighting against evil.,37,225920,1
Teenagers with superpowers fighting against evil.,37,177569,1
Teenagers with superpowers fighting against evil.,37,6624,1
Teenagers with superpowers fighting against evil.,37,137074,1
Teenagers with superpowers fighting against evil.,37,216201,1
Teenagers with superpowers fighting against evil.,37,211680,1
Teenagers with superpowers fighting against evil.,37,132654,1
Teenagers with superpowers fighting against evil.,37,78290,1
Teenagers with superpowers fighting against evil.,37,202493,1
Teenagers with superpowers fighting against evil.,37,138752,1
Teenagers with superpowers fighting against evil.,37,195257,1
Teenagers with superpowers fighting against evil.,37,7986,1
Teenagers with superpowers fighting against evil.,37,5802,1
Teenagers with superpowers fighting against evil.,37,156830,1
Teenagers with superpowers fighting against evil.,37,5217,1
Teenagers with superpowers fighting against evil.,37,184795,1
Teenagers with superpowers fighting against evil.,37,179411,1
Teenagers with superpowers fighting against evil.,37,88706,1
Teenagers with superpowers fighting against evil.,37,240490,1
Teenagers with superpowers fighting against evil.,37,214478,1
Teenagers with superpowers fighting against evil.,37,71156,1
Teenagers with superpowers fighting against evil.,37,175,1
Teenagers with superpowers fighting against evil.,37,287737,1
Teenagers with superpowers fighting against evil.,37,161618,1
Teenagers with superpowers fighting against evil.,37,203615,1
Teenagers with superpowers fighting against evil.,37,138790,1
Teenagers with superpowers fighting against evil.,37,186441,1
Teenagers with superpowers fighting against evil.,37,122926,1
Teenagers with superpowers fighting against evil.,37,197553,1
Teenagers with superpowers fighting against evil.,37,201911,1
Teenagers with superpowers fighting against evil.,37,107541,1
Teenagers with superpowers fighting against evil.,37,223296,1
Teenagers with superpowers fighting against evil.,37,163122,1
Survival game on a remote island.,38,7022,5
Survival game on a remote island.,38,91500,4
Survival game on a remote island.,38,168288,4
Survival game on a remote island.,38,122076,3
Survival game on a remote island.,38,183077,3
Survival game on a remote island.,38,144482,3
Survival game on a remote island.,38,51917,3
Survival game on a remote island.,38,140713,3
Survival game on a remote island.,38,158528,3
Survival game on a remote island.,38,274597,2
Survival game on a remote island.,38,195665,2
Survival game on a remote island.,38,105292,2
Survival game on a remote island.,38,262755,2
Survival game on a remote island.,38,228001,2
Survival game on a remote island.,38,197343,2
Survival game on a remote island.,38,141866,2
Survival game on a remote island.,38,168622,2
Survival game on a remote island.,38,165651,2
Survival game on a remote island.,38,176771,2
Survival game on a remote island.,38,66090,2
Survival game on a remote island.,38,154753,2
Survival game on a remote island.,38,194532,1
Survival game on a remote island.,38,66808,1
Survival game on a remote island.,38,286603,1
Survival game on a remote island.,38,225483,1
Survival game on a remote island.,38,78084,1
Survival game on a remote island.,38,214540,1
Survival game on a remote island.,38,229169,1
Survival game on a remote island.,38,158984,1
Survival game on a remote island.,38,272471,1
Survival game on a remote island.,38,123545,1
Survival game on a remote island.,38,270920,1
Survival game on a remote island.,38,263491,1
Survival game on a remote island.,38,213347,1
Survival game on a remote island.,38,193992,1
Survival game on a remote island.,38,233781,1
Survival game on a remote island.,38,128614,1
Survival game on a remote island.,38,198115,1
Survival game on a remote island.,38,76832,1
Survival game on a remote island.,38,139473,1
Survival game on a remote island.,38,142270,1
Survival game on a remote island.,38,248000,1
Survival game on a remote island.,38,142424,1
Survival game on a remote island.,38,189477,1
Survival game on a remote island.,38,3698,1
Survival game on a remote island.,38,32395,1
Survival game on a remote island.,38,171221,1
Survival game on a remote island.,38,156859,1
Survival game on a remote island.,38,245980,1
Survival game on a remote island.,38,180785,1
Survival game on a remote island.,38,172943,1
Survival game on a remote island.,38,280986,1
Survival game on a remote island.,38,61950,1
Survival game on a remote island.,38,116734,1
Survival game on a remote island.,38,188429,1
Survival game on a remote island.,38,230231,1
Survival game on a remote island.,38,217953,1
Survival game on a remote island.,38,160700,1
Survival game on a remote island.,38,278940,1
Survival game on a remote island.,38,198893,1
Inspirational sports movies with triumphant endings.,39,3916,5
Inspirational sports movies with triumphant endings.,39,31225,5
Inspirational sports movies with triumphant endings.,39,163645,5
Inspirational sports movies with triumphant endings.,39,356,5
Inspirational sports movies with triumphant endings.,39,47099,5
Inspirational sports movies with triumphant endings.,39,144838,5
Inspirational sports movies with triumphant endings.,39,266820,5
Inspirational sports movies with triumphant endings.,39,275633,5
Inspirational sports movies with triumphant endings.,39,3980,4
Inspirational sports movies with triumphant endings.,39,1246,4
Inspirational sports movies with triumphant endings.,39,3071,4
Inspirational sports movies with triumphant endings.,39,524,4
Inspirational sports movies with triumphant endings.,39,2082,4
Inspirational sports movies with triumphant endings.,39,3360,4
Inspirational sports movies with triumphant endings.,39,33660,4
Inspirational sports movies with triumphant endings.,39,1020,4
Inspirational sports movies with triumphant endings.,39,151455,4
Inspirational sports movies with triumphant endings.,39,86815,4
Inspirational sports movies with triumphant endings.,39,47644,4
Inspirational sports movies with triumphant endings.,39,1954,4
Inspirational sports movies with triumphant endings.,39,1302,4
Inspirational sports movies with triumphant endings.,39,8937,4
Inspirational sports movies with triumphant endings.,39,110,4
Inspirational sports movies with triumphant endings.,39,101895,4
Inspirational sports movies with triumphant endings.,39,2501,4
Inspirational sports movies with triumphant endings.,39,213585,4
Inspirational sports movies with triumphant endings.,39,1957,4
Inspirational sports movies with triumphant endings.,39,37739,4
Inspirational sports movies with triumphant endings.,39,72641,4
Inspirational sports movies with triumphant endings.,39,6812,4
Inspirational sports movies with triumphant endings.,39,79224,4
Inspirational sports movies with triumphant endings.,39,6218,3
Inspirational sports movies with triumphant endings.,39,6565,3
Inspirational sports movies with triumphant endings.,39,2431,3
Inspirational sports movies with triumphant endings.,39,3978,3
Inspirational sports movies with triumphant endings.,39,121451,1
Inspirational sports movies with triumphant endings.,39,62,1
Inspirational sports movies with triumphant endings.,39,102399,1
Inspirational sports movies with triumphant endings.,39,88015,1
Inspirational sports movies with triumphant endings.,39,81908,1
Inspirational sports movies with triumphant endings.,39,7254,1
Inspirational sports movies with triumphant endings.,39,3967,1
Inspirational sports movies with triumphant endings.,39,169406,1
Inspirational sports movies with triumphant endings.,39,106918,1
Inspirational sports movies with triumphant endings.,39,104,1
Inspirational sports movies with triumphant endings.,39,1704,1
Inspirational sports movies with triumphant endings.,39,27815,1
Inspirational sports movies with triumphant endings.,39,8528,1
Inspirational sports movies with triumphant endings.,39,199580,1
Inspirational sports movies with triumphant endings.,39,97254,1
Inspirational sports movies with triumphant endings.,39,137194,1
Inspirational sports movies with triumphant endings.,39,199095,1
Inspirational sports movies with triumphant endings.,39,243248,1
